split,row_index,source_index,label,clean_exit,clean_blackbox_pred,clean_blackbox_conf,clean_observed_cost,clean_matmul_proxy,clean_final_pred,clean_final_conf
attack_pool,18,3738,1,2,1,0.9923617839813232,0.2655365765094757,4629216.0,1,0.9997468590736389
attack_pool,19,714,0,3,0,0.9871476292610168,0.42099320888519287,7339360.0,0,0.9995905756950378
attack_pool,20,1276,9,3,9,0.9857075810432434,0.42099320888519287,7339360.0,9,0.9974110722541809
attack_pool,21,279,4,4,4,0.9305909276008606,0.8095980882644653,14114080.0,4,0.8926525115966797
attack_pool,22,8432,7,2,7,0.9818966388702393,0.2655365765094757,4629216.0,7,0.998681366443634
attack_pool,23,6912,7,2,7,0.8932927846908569,0.2655365765094757,4629216.0,7,0.9723643660545349
attack_pool,24,3587,1,2,1,0.9846279621124268,0.2655365765094757,4629216.0,1,0.9996234178543091
attack_pool,25,3121,8,2,8,0.915245532989502,0.2655365765094757,4629216.0,8,0.9985461235046387
attack_pool,26,6035,5,2,5,0.7704840302467346,0.2655365765094757,4629216.0,5,0.9927120208740234
attack_pool,27,8043,1,1,1,0.5083912014961243,0.11009829491376877,1919392.0,1,0.9996954202651978
attack_pool,28,3905,6,4,6,0.9106147885322571,0.8095980882644653,14114080.0,6,0.9474325180053711
attack_pool,29,8056,1,1,1,0.6193196773529053,0.11009829491376877,1919392.0,1,0.9996150732040405
attack_pool,30,5514,4,3,4,0.9631780982017517,0.42099320888519287,7339360.0,4,0.986375093460083
attack_pool,31,50,4,4,4,0.9643362760543823,0.8095980882644653,14114080.0,4,0.9655085802078247
attack_pool,32,7969,3,4,3,0.8868308067321777,0.8095980882644653,14114080.0,3,0.9421333074569702
attack_pool,33,1520,3,3,3,0.980930745601654,0.42099320888519287,7339360.0,3,0.977670431137085
attack_pool,34,9927,3,4,3,0.8660098910331726,0.8095980882644653,14114080.0,3,0.9014443159103394
attack_pool,35,3009,7,2,7,0.925952136516571,0.2655365765094757,4629216.0,7,0.987687885761261
attack_pool,36,1028,4,4,4,0.9773628115653992,0.8095980882644653,14114080.0,4,0.9661924839019775
attack_pool,37,4954,3,3,3,0.8601862192153931,0.42099320888519287,7339360.0,3,0.9652801752090454
attack_pool,38,8072,0,3,0,0.9824073314666748,0.42099320888519287,7339360.0,0,0.99905925989151
attack_pool,39,6811,8,2,8,0.7210811972618103,0.2655365765094757,4629216.0,8,0.9972513318061829
attack_pool,40,6999,1,1,1,0.5529191493988037,0.11009829491376877,1919392.0,1,0.9996911287307739
attack_pool,41,748,8,2,8,0.8961037993431091,0.2655365765094757,4629216.0,8,0.9993466734886169
attack_pool,42,6415,1,1,1,0.5297845005989075,0.11009829491376877,1919392.0,1,0.9996669292449951
attack_pool,43,522,3,3,3,0.8488362431526184,0.42099320888519287,7339360.0,3,0.9862375259399414
attack_pool,44,4705,0,4,0,0.8313769102096558,0.8095980882644653,14114080.0,0,0.7897312045097351
attack_pool,45,2140,0,3,0,0.9135519862174988,0.42099320888519287,7339360.0,0,0.9967237114906311
attack_pool,46,1065,4,4,4,0.9001661539077759,0.8095980882644653,14114080.0,4,0.9394928812980652
attack_pool,47,2640,1,2,1,0.9680817127227783,0.2655365765094757,4629216.0,1,0.9996548891067505
attack_pool,48,8876,9,2,9,0.8060352802276611,0.2655365765094757,4629216.0,9,0.999717652797699
attack_pool,49,7843,6,3,6,0.8718283176422119,0.42099320888519287,7339360.0,6,0.8793095946311951
attack_pool,50,7438,1,1,1,0.5982673764228821,0.11009829491376877,1919392.0,1,0.9997945427894592
attack_pool,51,5162,9,2,9,0.7201992869377136,0.2655365765094757,4629216.0,9,0.997913658618927
attack_pool,52,9268,5,2,5,0.7908604145050049,0.2655365765094757,4629216.0,5,0.9761794805526733
attack_pool,53,8169,9,2,9,0.9550754427909851,0.2655365765094757,4629216.0,9,0.9996633529663086
attack_pool,54,8330,4,3,4,0.8795779347419739,0.42099320888519287,7339360.0,4,0.9514192342758179
attack_pool,55,5245,7,2,7,0.9835876822471619,0.2655365765094757,4629216.0,7,0.9992285966873169
attack_pool,56,6403,8,4,8,0.9917465448379517,0.8095980882644653,14114080.0,8,0.9977117776870728
attack_pool,57,7926,2,2,2,0.7894375920295715,0.2655365765094757,4629216.0,2,0.9948758482933044
attack_pool,58,6236,4,4,4,0.9632088541984558,0.8095980882644653,14114080.0,4,0.9541978240013123
attack_pool,59,7136,2,4,2,0.853452205657959,0.8095980882644653,14114080.0,2,0.8661225438117981
attack_pool,60,4849,4,3,4,0.9182630777359009,0.42099320888519287,7339360.0,4,0.9853237867355347
attack_pool,61,274,3,3,3,0.982205331325531,0.42099320888519287,7339360.0,3,0.9906041026115417
attack_pool,62,4180,1,1,1,0.6006242036819458,0.11009829491376877,1919392.0,1,0.9998303651809692
attack_pool,63,1141,9,2,9,0.7538822293281555,0.2655365765094757,4629216.0,9,0.9994055032730103
attack_pool,64,3348,1,2,1,0.9769802093505859,0.2655365765094757,4629216.0,1,0.9994524121284485
attack_pool,65,8656,9,2,9,0.9599578380584717,0.2655365765094757,4629216.0,9,0.9995385408401489
attack_pool,66,7254,8,4,8,0.9741395711898804,0.8095980882644653,14114080.0,8,0.9908560514450073
attack_pool,67,2422,3,3,3,0.8407279849052429,0.42099320888519287,7339360.0,3,0.9705373048782349
attack_pool,68,363,4,3,4,0.8880991339683533,0.42099320888519287,7339360.0,4,0.9101380109786987
attack_pool,69,6568,2,2,2,0.7119303941726685,0.2655365765094757,4629216.0,2,0.9884435534477234
attack_pool,70,3831,0,2,0,0.8151837587356567,0.2655365765094757,4629216.0,0,0.9913532137870789
attack_pool,71,386,1,1,1,0.5834444165229797,0.11009829491376877,1919392.0,1,0.9997957348823547
attack_pool,72,8254,6,3,6,0.83250492811203,0.42099320888519287,7339360.0,6,0.9084246754646301
attack_pool,73,6535,0,3,0,0.9408837556838989,0.42099320888519287,7339360.0,0,0.9977656602859497
attack_pool,74,5591,7,2,7,0.9841008186340332,0.2655365765094757,4629216.0,7,0.9981226325035095
attack_pool,75,3564,1,2,1,0.9569575786590576,0.2655365765094757,4629216.0,1,0.9994101524353027
attack_pool,76,8571,2,2,2,0.7091915011405945,0.2655365765094757,4629216.0,2,0.9841826558113098
attack_pool,77,2124,4,3,4,0.9659339785575867,0.42099320888519287,7339360.0,4,0.988919198513031
attack_pool,78,9169,3,4,3,0.8539883494377136,0.8095980882644653,14114080.0,3,0.8636788725852966
attack_pool,79,8015,5,2,5,0.8499903082847595,0.2655365765094757,4629216.0,5,0.998785674571991
attack_pool,80,7354,9,2,9,0.8730947375297546,0.2655365765094757,4629216.0,9,0.9998502731323242
attack_pool,81,8390,7,2,7,0.9712195992469788,0.2655365765094757,4629216.0,7,0.9940624833106995
attack_pool,82,3551,3,4,3,0.852120578289032,0.8095980882644653,14114080.0,3,0.7796945571899414
attack_pool,83,1800,1,2,1,0.9899305105209351,0.2655365765094757,4629216.0,1,0.9996801614761353
attack_pool,84,8480,4,3,4,0.9519904851913452,0.42099320888519287,7339360.0,4,0.990342378616333
attack_pool,85,9212,6,4,6,0.8547355532646179,0.8095980882644653,14114080.0,6,0.9069285988807678
attack_pool,86,3250,8,2,8,0.912031352519989,0.2655365765094757,4629216.0,8,0.998975396156311
attack_pool,87,3569,8,3,8,0.9449903964996338,0.42099320888519287,7339360.0,8,0.9976997971534729
attack_pool,88,2044,3,4,3,0.8629721403121948,0.8095980882644653,14114080.0,3,0.9137851595878601
attack_pool,89,1412,0,3,0,0.9330827593803406,0.42099320888519287,7339360.0,0,0.9988555908203125
attack_pool,90,8257,5,3,5,0.9253928065299988,0.42099320888519287,7339360.0,5,0.989270806312561
attack_pool,91,8807,1,1,1,0.5140199065208435,0.11009829491376877,1919392.0,1,0.9979799389839172
attack_pool,92,8520,7,2,7,0.9438331723213196,0.2655365765094757,4629216.0,7,0.9974219799041748
attack_pool,93,8746,6,3,6,0.9473739862442017,0.42099320888519287,7339360.0,6,0.9396124482154846
attack_pool,94,8401,9,2,9,0.8733464479446411,0.2655365765094757,4629216.0,9,0.9995129108428955
attack_pool,95,1788,7,2,7,0.7634938955307007,0.2655365765094757,4629216.0,7,0.914480447769165
attack_pool,96,9493,7,2,7,0.8488419651985168,0.2655365765094757,4629216.0,7,0.9203816652297974
attack_pool,97,8034,0,4,0,0.8628526926040649,0.8095980882644653,14114080.0,0,0.8774983882904053
attack_pool,98,169,2,2,2,0.7137781977653503,0.2655365765094757,4629216.0,2,0.9753928780555725
attack_pool,99,6571,8,2,8,0.9753139615058899,0.2655365765094757,4629216.0,8,0.9998430013656616
attack_pool,100,4914,9,2,9,0.919101357460022,0.2655365765094757,4629216.0,9,0.9836228489875793
attack_pool,101,395,0,3,0,0.9342406988143921,0.42099320888519287,7339360.0,0,0.9915614724159241
attack_pool,102,1349,9,2,9,0.8514850735664368,0.2655365765094757,4629216.0,9,0.9985646605491638
attack_pool,103,2612,1,1,1,0.5549737215042114,0.11009829491376877,1919392.0,1,0.9988129138946533
attack_pool,104,4426,8,2,8,0.8222759962081909,0.2655365765094757,4629216.0,8,0.997427761554718
attack_pool,105,1995,1,1,1,0.5165643692016602,0.11009829491376877,1919392.0,1,0.9996941089630127
attack_pool,106,3670,2,2,2,0.7331866025924683,0.2655365765094757,4629216.0,2,0.8193035125732422
attack_pool,107,7003,7,2,7,0.9399604797363281,0.2655365765094757,4629216.0,7,0.9729170799255371
attack_pool,108,2385,3,3,3,0.8358010053634644,0.42099320888519287,7339360.0,3,0.9444451332092285
attack_pool,109,2635,7,2,7,0.9401800632476807,0.2655365765094757,4629216.0,7,0.9952270984649658
attack_pool,110,8495,0,3,0,0.9645732641220093,0.42099320888519287,7339360.0,0,0.9973127245903015
attack_pool,111,2738,2,2,2,0.7073324918746948,0.2655365765094757,4629216.0,2,0.9702293872833252
attack_pool,112,6924,0,3,0,0.9601035118103027,0.42099320888519287,7339360.0,0,0.9985906481742859
attack_pool,113,6521,1,2,1,0.9809219241142273,0.2655365765094757,4629216.0,1,0.9996269941329956
attack_pool,114,9255,5,3,5,0.993756890296936,0.42099320888519287,7339360.0,5,0.9997619986534119
attack_pool,115,5425,1,2,1,0.9884202480316162,0.2655365765094757,4629216.0,1,0.9997336268424988
attack_pool,116,9855,2,4,2,0.9086195230484009,0.8095980882644653,14114080.0,2,0.9285860657691956
attack_pool,117,3182,4,4,4,0.8883211016654968,0.8095980882644653,14114080.0,4,0.9199962615966797
attack_pool,118,7291,5,2,5,0.8534915447235107,0.2655365765094757,4629216.0,5,0.9900702834129333
attack_pool,119,6939,1,1,1,0.5361706614494324,0.11009829491376877,1919392.0,1,0.9998559951782227
attack_pool,120,2111,1,3,1,0.950793445110321,0.42099320888519287,7339360.0,1,0.9985446929931641
attack_pool,121,3296,2,2,2,0.7164087295532227,0.2655365765094757,4629216.0,2,0.9905382394790649
attack_pool,122,3061,8,2,8,0.7047145366668701,0.2655365765094757,4629216.0,8,0.9978976249694824
attack_pool,123,9194,5,2,5,0.7774742245674133,0.2655365765094757,4629216.0,5,0.9966669678688049
attack_pool,124,2707,5,3,5,0.8324815034866333,0.42099320888519287,7339360.0,5,0.9956693649291992
attack_pool,125,3727,6,3,6,0.901454746723175,0.42099320888519287,7339360.0,6,0.9387915730476379
attack_pool,126,8232,4,3,4,0.8993170261383057,0.42099320888519287,7339360.0,4,0.928732693195343
attack_pool,127,6133,4,3,4,0.9130935668945312,0.42099320888519287,7339360.0,4,0.981170654296875
attack_pool,128,206,0,2,0,0.7060309052467346,0.2655365765094757,4629216.0,0,0.9976376295089722
attack_pool,129,8496,9,2,9,0.9081155061721802,0.2655365765094757,4629216.0,9,0.9996892213821411
attack_pool,130,9767,7,2,7,0.8300918936729431,0.2655365765094757,4629216.0,7,0.8017299771308899
attack_pool,131,189,7,2,7,0.9902701377868652,0.2655365765094757,4629216.0,7,0.9985023736953735
attack_pool,132,2936,0,4,0,0.8629103899002075,0.8095980882644653,14114080.0,0,0.885867714881897
attack_pool,133,5621,1,2,1,0.9733063578605652,0.2655365765094757,4629216.0,1,0.999614953994751
attack_pool,134,1506,1,1,1,0.5031043291091919,0.11009829491376877,1919392.0,1,0.9997275471687317
attack_pool,135,7925,3,4,3,0.981383740901947,0.8095980882644653,14114080.0,3,0.9795172214508057
attack_pool,136,82,5,2,5,0.9841659069061279,0.2655365765094757,4629216.0,5,0.9995415210723877
attack_pool,137,8780,9,2,9,0.9367257952690125,0.2655365765094757,4629216.0,9,0.9998680353164673
attack_pool,138,4819,7,2,7,0.981185257434845,0.2655365765094757,4629216.0,7,0.9983032941818237
attack_pool,139,3418,5,3,5,0.8630698919296265,0.42099320888519287,7339360.0,5,0.9683631062507629
attack_pool,140,2203,3,3,3,0.8941472768783569,0.42099320888519287,7339360.0,3,0.8948723077774048
attack_pool,141,8484,4,4,4,0.8643262982368469,0.8095980882644653,14114080.0,4,0.8716839551925659
attack_pool,142,5667,8,2,8,0.7498992085456848,0.2655365765094757,4629216.0,8,0.9950466156005859
attack_pool,143,1494,0,3,0,0.8963590860366821,0.42099320888519287,7339360.0,0,0.9814128875732422
attack_pool,144,6440,8,2,8,0.7162269353866577,0.2655365765094757,4629216.0,8,0.9993688464164734
attack_pool,145,7535,4,4,4,0.9430760741233826,0.8095980882644653,14114080.0,4,0.9384962320327759
attack_pool,146,9185,0,3,0,0.8708878755569458,0.42099320888519287,7339360.0,0,0.931760311126709
attack_pool,147,9322,2,3,2,0.9500834345817566,0.42099320888519287,7339360.0,2,0.985107958316803
attack_pool,148,6891,3,3,3,0.8011607527732849,0.42099320888519287,7339360.0,3,0.977161169052124
attack_pool,149,745,5,2,5,0.9619491100311279,0.2655365765094757,4629216.0,5,0.9934665560722351
attack_pool,150,6652,5,1,5,0.5072900056838989,0.11009829491376877,1919392.0,5,0.9944685697555542
attack_pool,151,9046,5,2,5,0.7368316650390625,0.2655365765094757,4629216.0,5,0.9942178726196289
attack_pool,152,2989,4,3,4,0.9413111209869385,0.42099320888519287,7339360.0,4,0.9882292747497559
attack_pool,153,3644,9,2,9,0.9182726740837097,0.2655365765094757,4629216.0,9,0.9999243021011353
attack_pool,154,4786,4,3,4,0.9266951680183411,0.42099320888519287,7339360.0,4,0.9879209995269775
attack_pool,155,7663,9,2,9,0.7815508246421814,0.2655365765094757,4629216.0,9,0.9944668412208557
attack_pool,156,1267,2,2,2,0.7735239267349243,0.2655365765094757,4629216.0,2,0.969413697719574
attack_pool,157,5463,5,2,5,0.8513477444648743,0.2655365765094757,4629216.0,5,0.9962414503097534
attack_pool,158,3231,8,2,8,0.829352617263794,0.2655365765094757,4629216.0,8,0.9975699782371521
attack_pool,159,4359,7,2,7,0.917969286441803,0.2655365765094757,4629216.0,7,0.9704293608665466
attack_pool,160,3317,9,2,9,0.9052385687828064,0.2655365765094757,4629216.0,9,0.9999148845672607
attack_pool,161,4039,1,1,1,0.5503720045089722,0.11009829491376877,1919392.0,1,0.9997609257698059
attack_pool,162,8365,1,2,1,0.9275054931640625,0.2655365765094757,4629216.0,1,0.9931822419166565
attack_pool,163,6960,0,3,0,0.9799158573150635,0.42099320888519287,7339360.0,0,0.9987622499465942
attack_pool,164,8953,7,2,7,0.9398452043533325,0.2655365765094757,4629216.0,7,0.9923455119132996
attack_pool,165,3039,8,2,8,0.8506391048431396,0.2655365765094757,4629216.0,8,0.9994076490402222
attack_pool,166,6773,7,2,7,0.97227942943573,0.2655365765094757,4629216.0,7,0.9944121241569519
attack_pool,167,8831,7,2,7,0.9589521884918213,0.2655365765094757,4629216.0,7,0.9965838193893433
attack_pool,168,5238,9,2,9,0.84063720703125,0.2655365765094757,4629216.0,9,0.9998465776443481
attack_pool,169,1666,5,2,5,0.8261194229125977,0.2655365765094757,4629216.0,5,0.949496865272522
attack_pool,170,6615,7,2,7,0.9349493980407715,0.2655365765094757,4629216.0,7,0.9971364736557007
attack_pool,171,2428,4,4,4,0.925662100315094,0.8095980882644653,14114080.0,4,0.867804765701294
attack_pool,172,6813,7,2,7,0.8984747529029846,0.2655365765094757,4629216.0,7,0.9970910549163818
attack_pool,173,9823,0,3,0,0.9613814353942871,0.42099320888519287,7339360.0,0,0.9986054301261902
attack_pool,174,2543,5,2,5,0.8557242155075073,0.2655365765094757,4629216.0,5,0.9992715716362
attack_pool,175,2672,5,4,5,0.9226133227348328,0.8095980882644653,14114080.0,5,0.9652047753334045
attack_pool,176,2263,4,3,4,0.9390146136283875,0.42099320888519287,7339360.0,4,0.9814341068267822
attack_pool,177,3208,1,1,1,0.5554785132408142,0.11009829491376877,1919392.0,1,0.9998032450675964
attack_pool,178,8790,3,4,3,0.9613402485847473,0.8095980882644653,14114080.0,3,0.9565070271492004
attack_pool,179,8905,1,2,1,0.9787267446517944,0.2655365765094757,4629216.0,1,0.9997784495353699
attack_pool,180,3705,2,2,2,0.7552090883255005,0.2655365765094757,4629216.0,2,0.9797508120536804
attack_pool,181,5267,4,4,4,0.9024492502212524,0.8095980882644653,14114080.0,4,0.8119798898696899
attack_pool,182,5001,3,3,3,0.9815931916236877,0.42099320888519287,7339360.0,3,0.9962097406387329
attack_pool,183,8539,1,1,1,0.658778727054596,0.11009829491376877,1919392.0,1,0.9993295669555664
attack_pool,184,2645,7,2,7,0.933553159236908,0.2655365765094757,4629216.0,7,0.993747353553772
attack_pool,185,6265,1,1,1,0.6356450915336609,0.11009829491376877,1919392.0,1,0.9987610578536987
attack_pool,186,7275,2,2,2,0.8526888489723206,0.2655365765094757,4629216.0,2,0.9680537581443787
attack_pool,187,4966,3,4,3,0.9067582488059998,0.8095980882644653,14114080.0,3,0.9580731987953186
attack_pool,188,4335,0,3,0,0.8119703531265259,0.42099320888519287,7339360.0,0,0.9486212134361267
attack_pool,189,3201,0,3,0,0.8181400299072266,0.42099320888519287,7339360.0,0,0.9353194236755371
attack_pool,190,4586,8,2,8,0.8277973532676697,0.2655365765094757,4629216.0,8,0.9964062571525574
attack_pool,191,7849,9,2,9,0.8583330512046814,0.2655365765094757,4629216.0,9,0.9998776912689209
attack_pool,192,9430,3,4,3,0.9098100662231445,0.8095980882644653,14114080.0,3,0.9332889318466187
attack_pool,193,4206,0,4,0,0.9411332011222839,0.8095980882644653,14114080.0,0,0.9428678154945374
attack_pool,194,8565,8,2,8,0.7153573632240295,0.2655365765094757,4629216.0,8,0.9988899827003479
attack_pool,195,4710,5,2,5,0.9574907422065735,0.2655365765094757,4629216.0,5,0.9996237754821777
attack_pool,196,3259,2,2,2,0.7989023327827454,0.2655365765094757,4629216.0,2,0.9935551285743713
attack_pool,197,2023,1,1,1,0.5128483176231384,0.11009829491376877,1919392.0,1,0.9996979236602783
attack_pool,198,5897,4,3,4,0.9053114056587219,0.42099320888519287,7339360.0,4,0.9534313082695007
attack_pool,199,3234,7,2,7,0.9109465479850769,0.2655365765094757,4629216.0,7,0.9620799422264099
attack_pool,200,4205,3,4,3,0.9574823379516602,0.8095980882644653,14114080.0,3,0.959201991558075
attack_pool,201,9950,3,4,3,0.8467843532562256,0.8095980882644653,14114080.0,3,0.8310578465461731
attack_pool,202,9520,5,2,5,0.8010125756263733,0.2655365765094757,4629216.0,5,0.9931073784828186
attack_pool,203,4331,3,2,3,0.7050942778587341,0.2655365765094757,4629216.0,3,0.7242994904518127
attack_pool,204,9000,6,3,6,0.8899307250976562,0.42099320888519287,7339360.0,6,0.986409604549408
attack_pool,205,5765,9,2,9,0.9273415207862854,0.2655365765094757,4629216.0,9,0.9997326731681824
attack_pool,206,712,7,2,7,0.9778195023536682,0.2655365765094757,4629216.0,7,0.9980632662773132
attack_pool,207,8864,3,4,3,0.9759581089019775,0.8095980882644653,14114080.0,3,0.9733047485351562
attack_pool,208,3163,6,3,6,0.9595838189125061,0.42099320888519287,7339360.0,6,0.9871194362640381
attack_pool,209,6628,2,3,2,0.9254658222198486,0.42099320888519287,7339360.0,2,0.9760624766349792
attack_pool,210,9077,4,4,4,0.9667857885360718,0.8095980882644653,14114080.0,4,0.952516496181488
attack_pool,211,6208,1,1,1,0.5697827935218811,0.11009829491376877,1919392.0,1,0.9978929162025452
attack_pool,212,7869,7,2,7,0.9476991295814514,0.2655365765094757,4629216.0,7,0.9936382174491882
attack_pool,213,6251,3,3,3,0.9205952286720276,0.42099320888519287,7339360.0,3,0.946178138256073
attack_pool,214,6136,9,2,9,0.7128028869628906,0.2655365765094757,4629216.0,9,0.9995130300521851
attack_pool,215,592,5,2,5,0.951445996761322,0.2655365765094757,4629216.0,5,0.9982140064239502
attack_pool,216,8387,8,2,8,0.8984256982803345,0.2655365765094757,4629216.0,8,0.9998842477798462
attack_pool,217,2790,1,1,1,0.5507690906524658,0.11009829491376877,1919392.0,1,0.999811589717865
attack_pool,218,2130,4,3,4,0.9613864421844482,0.42099320888519287,7339360.0,4,0.9713846445083618
attack_pool,219,1422,9,2,9,0.809681236743927,0.2655365765094757,4629216.0,9,0.998498797416687
attack_pool,220,6777,1,1,1,0.55802983045578,0.11009829491376877,1919392.0,1,0.99952232837677
attack_pool,221,7241,3,4,3,0.844599187374115,0.8095980882644653,14114080.0,3,0.8488377928733826
attack_pool,222,3700,6,3,6,0.8433873653411865,0.42099320888519287,7339360.0,6,0.9293603301048279
attack_pool,223,5529,8,2,8,0.7437264919281006,0.2655365765094757,4629216.0,8,0.9994033575057983
attack_pool,224,9733,5,3,5,0.9881027340888977,0.42099320888519287,7339360.0,5,0.998703122138977
attack_pool,225,6391,7,2,7,0.9332476854324341,0.2655365765094757,4629216.0,7,0.9956581592559814
attack_pool,226,4774,8,2,8,0.9545494318008423,0.2655365765094757,4629216.0,8,0.9999502897262573
attack_pool,227,8657,0,3,0,0.8913542628288269,0.42099320888519287,7339360.0,0,0.9835855960845947
attack_pool,228,2286,0,3,0,0.8177464008331299,0.42099320888519287,7339360.0,0,0.9505929350852966
attack_pool,229,6308,0,2,0,0.7068527340888977,0.2655365765094757,4629216.0,0,0.9995089769363403
attack_pool,230,2406,1,1,1,0.6191498637199402,0.11009829491376877,1919392.0,1,0.9997314810752869
attack_pool,231,9174,1,2,1,0.9812782406806946,0.2655365765094757,4629216.0,1,0.9995589852333069
attack_pool,232,3742,7,2,7,0.9709309935569763,0.2655365765094757,4629216.0,7,0.9952273368835449
attack_pool,233,9018,9,3,9,0.9592141509056091,0.42099320888519287,7339360.0,9,0.9901513457298279
attack_pool,234,9561,2,2,2,0.7974811792373657,0.2655365765094757,4629216.0,2,0.9695044159889221
attack_pool,235,9645,4,3,4,0.9555234313011169,0.42099320888519287,7339360.0,4,0.9790658950805664
attack_pool,236,2348,8,2,8,0.7673229575157166,0.2655365765094757,4629216.0,8,0.9981721639633179
attack_pool,237,3,1,1,1,0.5258755087852478,0.11009829491376877,1919392.0,1,0.9996232986450195
attack_pool,238,727,4,3,4,0.9344388246536255,0.42099320888519287,7339360.0,4,0.9891999959945679
attack_pool,239,1959,7,2,7,0.9908706545829773,0.2655365765094757,4629216.0,7,0.9992032647132874
attack_pool,240,1361,2,3,2,0.8433705568313599,0.42099320888519287,7339360.0,2,0.9908567667007446
attack_pool,241,5138,4,4,4,0.9220236539840698,0.8095980882644653,14114080.0,4,0.9040789008140564
attack_pool,242,2884,4,4,4,0.8467464447021484,0.8095980882644653,14114080.0,4,0.794524610042572
attack_pool,243,1654,9,2,9,0.7112534642219543,0.2655365765094757,4629216.0,9,0.9982467889785767
attack_pool,244,5839,4,4,4,0.9338314533233643,0.8095980882644653,14114080.0,4,0.9345075488090515
attack_pool,245,9945,0,4,0,0.8869118094444275,0.8095980882644653,14114080.0,0,0.8545182347297668
attack_pool,246,8134,0,3,0,0.96962571144104,0.42099320888519287,7339360.0,0,0.9987441301345825
attack_pool,247,9150,9,2,9,0.805823802947998,0.2655365765094757,4629216.0,9,0.9997345805168152
attack_pool,248,2165,0,3,0,0.7999929785728455,0.42099320888519287,7339360.0,0,0.9526002407073975
attack_pool,249,2505,2,2,2,0.8573928475379944,0.2655365765094757,4629216.0,2,0.9696067571640015
attack_pool,250,9428,8,2,8,0.8654597401618958,0.2655365765094757,4629216.0,8,0.999813973903656
attack_pool,251,3920,3,3,3,0.9023227095603943,0.42099320888519287,7339360.0,3,0.895468533039093
attack_pool,252,1398,7,2,7,0.7246710062026978,0.2655365765094757,4629216.0,7,0.9384132027626038
attack_pool,253,5348,9,2,9,0.9127728343009949,0.2655365765094757,4629216.0,9,0.9994868040084839
attack_pool,254,8264,2,2,2,0.7651135921478271,0.2655365765094757,4629216.0,2,0.9844669103622437
attack_pool,255,4781,0,3,0,0.9853627681732178,0.42099320888519287,7339360.0,0,0.9994218349456787
attack_pool,256,6421,8,2,8,0.7880571484565735,0.2655365765094757,4629216.0,8,0.9982749223709106
attack_pool,257,6153,9,2,9,0.810363233089447,0.2655365765094757,4629216.0,9,0.9754987955093384
attack_pool,258,4295,1,1,1,0.556158185005188,0.11009829491376877,1919392.0,1,0.9994779229164124
attack_pool,259,6877,7,2,7,0.9524527788162231,0.2655365765094757,4629216.0,7,0.9965588450431824
attack_pool,260,9481,0,2,0,0.7050873637199402,0.2655365765094757,4629216.0,0,0.9912791848182678
attack_pool,261,5270,3,3,3,0.8634690046310425,0.42099320888519287,7339360.0,3,0.8364723920822144
attack_pool,262,4210,5,3,5,0.9752316474914551,0.42099320888519287,7339360.0,5,0.9991033673286438
attack_pool,263,6578,6,4,6,0.944223940372467,0.8095980882644653,14114080.0,6,0.9411029815673828
attack_pool,264,3907,9,2,9,0.9113535284996033,0.2655365765094757,4629216.0,9,0.9997914433479309
attack_pool,265,1079,7,2,7,0.9628522992134094,0.2655365765094757,4629216.0,7,0.9965633749961853
attack_pool,266,6202,9,2,9,0.8623601198196411,0.2655365765094757,4629216.0,9,0.9997363686561584
attack_pool,267,4410,1,2,1,0.9851658940315247,0.2655365765094757,4629216.0,1,0.9989389777183533
