input_id,source_index,label,original_exit,original_accuracy,original_proxy,original_observed_cost,original_blackbox_pred,original_blackbox_conf,original_final_pred,original_final_conf
127,6133,4,3,True,7339360.0,0.42099320888519287,4,0.9130936861038208,4,0.981170654296875
128,206,0,2,True,4629216.0,0.2655365765094757,0,0.7060309648513794,0,0.9976376295089722
129,8496,9,2,True,4629216.0,0.2655365765094757,9,0.9081155061721802,9,0.9996892213821411
130,9767,7,2,True,4629216.0,0.2655365765094757,7,0.8300918936729431,7,0.8017299771308899
131,189,7,2,True,4629216.0,0.2655365765094757,7,0.9902701377868652,7,0.9985023736953735
132,2936,0,4,True,14114080.0,0.8095980882644653,0,0.862910270690918,0,0.8858675956726074
133,5621,1,2,True,4629216.0,0.2655365765094757,1,0.9733063578605652,1,0.999614953994751
134,1506,1,1,True,1919392.0,0.11009829491376877,1,0.5031043887138367,1,0.9997275471687317
135,7925,3,4,True,14114080.0,0.8095980882644653,3,0.981383740901947,3,0.9795172214508057
136,82,5,2,True,4629216.0,0.2655365765094757,5,0.9841657876968384,5,0.9995415210723877
137,8780,9,2,True,4629216.0,0.2655365765094757,9,0.9367257952690125,9,0.9998680353164673
138,4819,7,2,True,4629216.0,0.2655365765094757,7,0.981185257434845,7,0.9983032941818237
139,3418,5,3,True,7339360.0,0.42099320888519287,5,0.8630698323249817,5,0.9683631062507629
140,2203,3,3,True,7339360.0,0.42099320888519287,3,0.8941472768783569,3,0.8948723077774048
141,8484,4,4,True,14114080.0,0.8095980882644653,4,0.8643263578414917,4,0.8716839551925659
142,5667,8,2,True,4629216.0,0.2655365765094757,8,0.7498992085456848,8,0.9950466156005859
143,1494,0,3,True,7339360.0,0.42099320888519287,0,0.8963590860366821,0,0.9814128875732422
144,6440,8,2,True,4629216.0,0.2655365765094757,8,0.7162269353866577,8,0.9993688464164734
145,7535,4,4,True,14114080.0,0.8095980882644653,4,0.9430760741233826,4,0.9384962320327759
146,9185,0,3,True,7339360.0,0.42099320888519287,0,0.8708878755569458,0,0.9317601919174194
147,9322,2,3,True,7339360.0,0.42099320888519287,2,0.9500833749771118,2,0.985107958316803
148,6891,3,3,True,7339360.0,0.42099320888519287,3,0.8011607527732849,3,0.977161169052124
149,745,5,2,True,4629216.0,0.2655365765094757,5,0.9619491100311279,5,0.9934665560722351
150,6652,5,1,True,1919392.0,0.11009829491376877,5,0.5072899460792542,5,0.9944685697555542
151,9046,5,2,True,4629216.0,0.2655365765094757,5,0.7368316650390625,5,0.9942178726196289
152,2989,4,3,True,7339360.0,0.42099320888519287,4,0.9413111209869385,4,0.9882292747497559
153,3644,9,2,True,4629216.0,0.2655365765094757,9,0.9182726740837097,9,0.9999243021011353
154,4786,4,3,True,7339360.0,0.42099320888519287,4,0.9266952872276306,4,0.9879209995269775
155,7663,9,2,True,4629216.0,0.2655365765094757,9,0.7815508246421814,9,0.9944668412208557
156,1267,2,2,True,4629216.0,0.2655365765094757,2,0.7735239267349243,2,0.969413697719574
157,5463,5,2,True,4629216.0,0.2655365765094757,5,0.8513477444648743,5,0.9962414503097534
158,3231,8,2,True,4629216.0,0.2655365765094757,8,0.8293526768684387,8,0.9975699782371521
159,4359,7,2,True,4629216.0,0.2655365765094757,7,0.917969286441803,7,0.9704293608665466
160,3317,9,2,True,4629216.0,0.2655365765094757,9,0.9052385687828064,9,0.9999148845672607
161,4039,1,1,True,1919392.0,0.11009829491376877,1,0.5503720045089722,1,0.9997609257698059
162,8365,1,2,True,4629216.0,0.2655365765094757,1,0.9275054931640625,1,0.9931822419166565
163,6960,0,3,True,7339360.0,0.42099320888519287,0,0.979915976524353,0,0.9987622499465942
164,8953,7,2,True,4629216.0,0.2655365765094757,7,0.9398452043533325,7,0.9923455119132996
165,3039,8,2,True,4629216.0,0.2655365765094757,8,0.8506391048431396,8,0.9994076490402222
166,6773,7,2,True,4629216.0,0.2655365765094757,7,0.97227942943573,7,0.9944121241569519
167,8831,7,2,True,4629216.0,0.2655365765094757,7,0.9589521884918213,7,0.9965838193893433
168,5238,9,2,True,4629216.0,0.2655365765094757,9,0.84063720703125,9,0.9998465776443481
169,1666,5,2,True,4629216.0,0.2655365765094757,5,0.8261193037033081,5,0.949496865272522
170,6615,7,2,True,4629216.0,0.2655365765094757,7,0.9349494576454163,7,0.9971364736557007
171,2428,4,4,True,14114080.0,0.8095980882644653,4,0.9256619811058044,4,0.8678047060966492
172,6813,7,2,True,4629216.0,0.2655365765094757,7,0.8984747529029846,7,0.9970910549163818
173,9823,0,3,True,7339360.0,0.42099320888519287,0,0.9613814353942871,0,0.9986054301261902
174,2543,5,2,True,4629216.0,0.2655365765094757,5,0.8557242155075073,5,0.9992715716362
175,2672,5,4,True,14114080.0,0.8095980882644653,5,0.9226133227348328,5,0.9652047753334045
176,2263,4,3,True,7339360.0,0.42099320888519287,4,0.9390146136283875,4,0.9814341068267822
177,3208,1,1,True,1919392.0,0.11009829491376877,1,0.5554784536361694,1,0.9998032450675964
178,8790,3,4,True,14114080.0,0.8095980882644653,3,0.9613402485847473,3,0.9565070271492004
179,8905,1,2,True,4629216.0,0.2655365765094757,1,0.9787267446517944,1,0.9997784495353699
180,3705,2,2,True,4629216.0,0.2655365765094757,2,0.7552090883255005,2,0.9797508120536804
181,5267,4,4,True,14114080.0,0.8095980882644653,4,0.9024492502212524,4,0.8119797110557556
182,5001,3,3,True,7339360.0,0.42099320888519287,3,0.9815930724143982,3,0.9962097406387329
183,8539,1,1,True,1919392.0,0.11009829491376877,1,0.658778727054596,1,0.9993295669555664
184,2645,7,2,True,4629216.0,0.2655365765094757,7,0.933553159236908,7,0.993747353553772
185,6265,1,1,True,1919392.0,0.11009829491376877,1,0.6356450915336609,1,0.9987610578536987
186,7275,2,2,True,4629216.0,0.2655365765094757,2,0.8526888489723206,2,0.9680537581443787
187,4966,3,4,True,14114080.0,0.8095980882644653,3,0.9067582488059998,3,0.9580731987953186
188,4335,0,3,True,7339360.0,0.42099320888519287,0,0.8119703531265259,0,0.9486210942268372
189,3201,0,3,True,7339360.0,0.42099320888519287,0,0.8181400299072266,0,0.9353194236755371
190,4586,8,2,True,4629216.0,0.2655365765094757,8,0.8277973532676697,8,0.9964062571525574
191,7849,9,2,True,4629216.0,0.2655365765094757,9,0.8583331108093262,9,0.9998776912689209
192,9430,3,4,True,14114080.0,0.8095980882644653,3,0.9098100662231445,3,0.9332889318466187
193,4206,0,4,True,14114080.0,0.8095980882644653,0,0.9411332011222839,0,0.9428678154945374
194,8565,8,2,True,4629216.0,0.2655365765094757,8,0.7153573632240295,8,0.9988899827003479
195,4710,5,2,True,4629216.0,0.2655365765094757,5,0.9574907422065735,5,0.9996237754821777
196,3259,2,2,True,4629216.0,0.2655365765094757,2,0.7989022731781006,2,0.9935551285743713
197,2023,1,1,True,1919392.0,0.11009829491376877,1,0.5128483176231384,1,0.9996979236602783
198,5897,4,3,True,7339360.0,0.42099320888519287,4,0.9053114056587219,4,0.9534313082695007
199,3234,7,2,True,4629216.0,0.2655365765094757,7,0.9109465479850769,7,0.9620799422264099
200,4205,3,4,True,14114080.0,0.8095980882644653,3,0.9574824571609497,3,0.959201991558075
201,9950,3,4,True,14114080.0,0.8095980882644653,3,0.846784234046936,3,0.8310577273368835
202,9520,5,2,True,4629216.0,0.2655365765094757,5,0.8010126352310181,5,0.9931073784828186
203,4331,3,2,True,4629216.0,0.2655365765094757,3,0.7050942778587341,3,0.7242995500564575
204,9000,6,3,True,7339360.0,0.42099320888519287,6,0.8899306058883667,6,0.986409604549408
205,5765,9,2,True,4629216.0,0.2655365765094757,9,0.9273415207862854,9,0.9997326731681824
206,712,7,2,True,4629216.0,0.2655365765094757,7,0.9778195023536682,7,0.9980632662773132
207,8864,3,4,True,14114080.0,0.8095980882644653,3,0.9759581089019775,3,0.9733047485351562
208,3163,6,3,True,7339360.0,0.42099320888519287,6,0.9595838189125061,6,0.9871195554733276
209,6628,2,3,True,7339360.0,0.42099320888519287,2,0.9254658818244934,2,0.9760624766349792
210,9077,4,4,True,14114080.0,0.8095980882644653,4,0.9667857885360718,4,0.952516496181488
211,6208,1,1,True,1919392.0,0.11009829491376877,1,0.5697827935218811,1,0.9978929162025452
212,7869,7,2,True,4629216.0,0.2655365765094757,7,0.9476991295814514,7,0.9936382174491882
213,6251,3,3,True,7339360.0,0.42099320888519287,3,0.9205952286720276,3,0.946178138256073
214,6136,9,2,True,4629216.0,0.2655365765094757,9,0.7128030061721802,9,0.9995130300521851
215,592,5,2,True,4629216.0,0.2655365765094757,5,0.951445996761322,5,0.9982140064239502
216,8387,8,2,True,4629216.0,0.2655365765094757,8,0.8984256982803345,8,0.9998842477798462
217,2790,1,1,True,1919392.0,0.11009829491376877,1,0.5507690906524658,1,0.999811589717865
218,2130,4,3,True,7339360.0,0.42099320888519287,4,0.9613864421844482,4,0.9713846445083618
219,1422,9,2,True,4629216.0,0.2655365765094757,9,0.8096810579299927,9,0.998498797416687
220,6777,1,1,True,1919392.0,0.11009829491376877,1,0.5580298900604248,1,0.99952232837677
221,7241,3,4,True,14114080.0,0.8095980882644653,3,0.844599187374115,3,0.8488377928733826
222,3700,6,3,True,7339360.0,0.42099320888519287,6,0.8433873653411865,6,0.9293603301048279
223,5529,8,2,True,4629216.0,0.2655365765094757,8,0.7437264919281006,8,0.9994033575057983
224,9733,5,3,True,7339360.0,0.42099320888519287,5,0.9881027340888977,5,0.998703122138977
225,6391,7,2,True,4629216.0,0.2655365765094757,7,0.9332476854324341,7,0.9956580400466919
226,4774,8,2,True,4629216.0,0.2655365765094757,8,0.9545494318008423,8,0.9999502897262573
227,8657,0,3,True,7339360.0,0.42099320888519287,0,0.8913542628288269,0,0.9835855960845947
228,2286,0,3,True,7339360.0,0.42099320888519287,0,0.8177464008331299,0,0.9505929350852966
229,6308,0,2,True,4629216.0,0.2655365765094757,0,0.706852912902832,0,0.9995089769363403
230,2406,1,1,True,1919392.0,0.11009829491376877,1,0.619149923324585,1,0.9997314810752869
231,9174,1,2,True,4629216.0,0.2655365765094757,1,0.9812782406806946,1,0.9995589852333069
232,3742,7,2,True,4629216.0,0.2655365765094757,7,0.9709309935569763,7,0.9952273368835449
233,9018,9,3,True,7339360.0,0.42099320888519287,9,0.9592142701148987,9,0.9901513457298279
234,9561,2,2,True,4629216.0,0.2655365765094757,2,0.7974812984466553,2,0.9695044159889221
235,9645,4,3,True,7339360.0,0.42099320888519287,4,0.9555234313011169,4,0.9790658950805664
236,2348,8,2,True,4629216.0,0.2655365765094757,8,0.7673229575157166,8,0.9981721639633179
237,3,1,1,True,1919392.0,0.11009829491376877,1,0.525875449180603,1,0.9996232986450195
238,727,4,3,True,7339360.0,0.42099320888519287,4,0.9344388246536255,4,0.9891999959945679
239,1959,7,2,True,4629216.0,0.2655365765094757,7,0.9908706545829773,7,0.9992032647132874
240,1361,2,3,True,7339360.0,0.42099320888519287,2,0.8433703780174255,2,0.9908567667007446
241,5138,4,4,True,14114080.0,0.8095980882644653,4,0.9220236539840698,4,0.9040789008140564
242,2884,4,4,True,14114080.0,0.8095980882644653,4,0.846746563911438,4,0.794524610042572
243,1654,9,2,True,4629216.0,0.2655365765094757,9,0.7112535238265991,9,0.9982467889785767
244,5839,4,4,True,14114080.0,0.8095980882644653,4,0.9338314533233643,4,0.934507429599762
245,9945,0,4,True,14114080.0,0.8095980882644653,0,0.886911928653717,0,0.8545182943344116
246,8134,0,3,True,7339360.0,0.42099320888519287,0,0.9696255922317505,0,0.9987441301345825
247,9150,9,2,True,4629216.0,0.2655365765094757,9,0.805823802947998,9,0.9997345805168152
248,2165,0,3,True,7339360.0,0.42099320888519287,0,0.7999929785728455,0,0.9526003003120422
249,2505,2,2,True,4629216.0,0.2655365765094757,2,0.8573928475379944,2,0.9696067571640015
250,9428,8,2,True,4629216.0,0.2655365765094757,8,0.8654595613479614,8,0.999813973903656
251,3920,3,3,True,7339360.0,0.42099320888519287,3,0.9023227095603943,3,0.895468533039093
252,1398,7,2,True,4629216.0,0.2655365765094757,7,0.7246710658073425,7,0.9384133219718933
253,5348,9,2,True,4629216.0,0.2655365765094757,9,0.9127728343009949,9,0.9994868040084839
254,8264,2,2,True,4629216.0,0.2655365765094757,2,0.7651135921478271,2,0.9844669103622437
255,4781,0,3,True,7339360.0,0.42099320888519287,0,0.9853627681732178,0,0.9994218349456787
256,6421,8,2,True,4629216.0,0.2655365765094757,8,0.7880571484565735,8,0.9982749223709106
257,6153,9,2,True,4629216.0,0.2655365765094757,9,0.810363233089447,9,0.9754987955093384
258,4295,1,1,True,1919392.0,0.11009829491376877,1,0.5561581254005432,1,0.9994779229164124
259,6877,7,2,True,4629216.0,0.2655365765094757,7,0.9524527788162231,7,0.9965588450431824
260,9481,0,2,True,4629216.0,0.2655365765094757,0,0.7050873041152954,0,0.9912791848182678
261,5270,3,3,True,7339360.0,0.42099320888519287,3,0.8634690046310425,3,0.8364723324775696
262,4210,5,3,True,7339360.0,0.42099320888519287,5,0.9752316474914551,5,0.9991033673286438
263,6578,6,4,True,14114080.0,0.8095980882644653,6,0.944223940372467,6,0.9411031007766724
264,3907,9,2,True,4629216.0,0.2655365765094757,9,0.9113535284996033,9,0.9997914433479309
265,1079,7,2,True,4629216.0,0.2655365765094757,7,0.9628522992134094,7,0.9965633749961853
266,6202,9,2,True,4629216.0,0.2655365765094757,9,0.8623601198196411,9,0.9997363686561584
267,4410,1,2,True,4629216.0,0.2655365765094757,1,0.9851658940315247,1,0.9989389777183533
268,9766,1,2,True,4629216.0,0.2655365765094757,1,0.9210371971130371,1,0.9997621178627014
269,5579,1,1,True,1919392.0,0.11009829491376877,1,0.5208547115325928,1,0.9997071623802185
270,1978,8,2,True,4629216.0,0.2655365765094757,8,0.7172883152961731,8,0.9818519353866577
271,2495,2,2,True,4629216.0,0.2655365765094757,2,0.8692865967750549,2,0.9913632869720459
272,440,0,3,True,7339360.0,0.42099320888519287,0,0.9278789162635803,0,0.996211051940918
273,3697,9,2,True,4629216.0,0.2655365765094757,9,0.9625421762466431,9,0.9998434782028198
274,5455,9,3,True,7339360.0,0.42099320888519287,9,0.8603528738021851,9,0.8816250562667847
275,9558,9,2,True,4629216.0,0.2655365765094757,9,0.9470977783203125,9,0.9998577833175659
276,6527,0,3,True,7339360.0,0.42099320888519287,0,0.981819748878479,0,0.9992690682411194
277,7905,0,3,True,7339360.0,0.42099320888519287,0,0.8957756161689758,0,0.9714102149009705
278,9345,4,4,True,14114080.0,0.8095980882644653,4,0.8114607930183411,4,0.7247531414031982
279,7219,8,2,True,4629216.0,0.2655365765094757,8,0.8593477606773376,8,0.9988803267478943
280,9625,0,3,True,7339360.0,0.42099320888519287,0,0.8716374039649963,0,0.9700700640678406
281,2988,0,4,True,14114080.0,0.8095980882644653,0,0.9851580262184143,0,0.9908615350723267
282,612,6,4,True,14114080.0,0.8095980882644653,6,0.8303340077400208,6,0.8492141366004944
283,8076,9,2,True,4629216.0,0.2655365765094757,9,0.7730246186256409,9,0.9994283318519592
284,4865,9,2,True,4629216.0,0.2655365765094757,9,0.9172024726867676,9,0.9998220801353455
285,5536,2,2,True,4629216.0,0.2655365765094757,2,0.8475522994995117,2,0.9835337996482849
286,9175,9,2,True,4629216.0,0.2655365765094757,9,0.9372290968894958,9,0.9975372552871704
287,1815,1,1,True,1919392.0,0.11009829491376877,1,0.5540483593940735,1,0.9996974468231201
288,4461,8,2,True,4629216.0,0.2655365765094757,8,0.9472800493240356,8,0.9996895790100098
289,9312,9,2,True,4629216.0,0.2655365765094757,9,0.9486213326454163,9,0.9993829727172852
